dataset_parser/records/Crex_crex/crex_crex0/2.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex0/3.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex0/5.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex0/4.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex0/0.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex0/1.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex1/2.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex1/3.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex1/5.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex1/4.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex1/0.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex1/1.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex2/0.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex3/0.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex3/1.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex4/2.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex4/3.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex4/5.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex4/4.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex4/0.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex4/1.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex5/2.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex5/3.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex5/5.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex5/4.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex5/0.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex5/1.wav,Chrapkáč poľný (Corn crake),Crex_crex,
dataset_parser/records/Crex_crex/crex_crex6/2.wav,Chrapkáč poľný (Corn crake),Crex_crex,
