dataset_parser/records/Panthera_leo/panthera_leo55/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo55/7.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo55/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo55/9.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo55/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo55/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo56/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo56/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo56/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo56/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo56/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo56/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo57/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo57/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo57/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo57/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo0/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo0/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/8.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/10.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/11.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/6.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/14.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/7.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/9.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/12.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/13.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo1/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo2/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo2/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo2/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo2/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo3/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo3/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo3/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo3/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo3/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo4/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo4/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo4/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo4/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo4/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo4/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo5/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo5/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo5/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo5/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo5/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo6/6.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo6/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo6/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo6/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo6/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo6/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo6/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo7/6.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo7/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo7/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo7/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo7/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo7/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo7/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo8/6.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo8/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo8/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo8/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo8/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo8/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo8/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo9/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo9/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo9/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo9/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo9/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo9/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo10/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo10/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo10/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo10/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo10/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo11/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo11/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo11/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo11/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo11/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo11/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo12/6.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo12/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo12/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo12/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo12/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo12/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo12/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo13/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo13/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo13/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo13/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo14/6.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo14/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo14/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo14/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo14/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo14/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo14/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo15/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo15/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo15/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo15/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo15/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo15/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo16/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo16/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo16/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo16/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo17/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo17/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo17/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo17/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo17/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo17/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo18/6.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo18/2.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo18/3.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo18/5.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo18/7.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo18/4.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo18/0.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo18/1.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo19/6.wav,Lev Púšťový,Panthera_leo, Cicavec
dataset_parser/records/Panthera_leo/panthera_leo19/2.wav,Lev Púšťový,Panthera_leo, Cicavec
